ipr_accession	category
IPR020112	Other
IPR020113	Other
IPR020115	Other
IPR020117	Other
IPR020119	Other
IPR020120	Other
IPR020121	Other
IPR020122	Other
IPR020123	Other
IPR020125	Other
IPR020126	Other
IPR020127	Other
IPR020128	Other
IPR020130	 
IPR020132	Other
IPR020133	Other
IPR020134	Other
IPR020135	Other
IPR020138	Other
IPR020139	Other
IPR020140	Other
IPR020141	Other
IPR020142	Other
IPR020144	Other
IPR020147	 
IPR020148	Other
IPR020149	Other
IPR020150	Other
IPR020151	Other
IPR020155	Other
IPR020156	Other
IPR020157	Other
IPR020158	Other
IPR020159	Other
IPR020162	Other
IPR020164	Other
IPR020168	Other
IPR020169	Other
IPR020170	Other
IPR020171	Other
IPR020175	Other
IPR020180	Other
IPR020181	Other
IPR020182	Other
IPR020183	Other
IPR020184	Other
IPR020185	Other
IPR020186	Other
IPR020189	 
IPR020190	Other
IPR020195	 
IPR020196	Other
IPR020201	Other
IPR020202	Other
IPR020203	Other
IPR020204	Other
IPR020205	Other
IPR020206	Other
IPR020207	Other
IPR020208	Other
IPR020209	Other
IPR020210	Other
IPR020212	Other
IPR020213	Other
IPR020214	Other
IPR020215	Other
IPR020216	Other
IPR020221	Other
IPR020226	Other
IPR020227	Other
IPR020230	Other
IPR020231	Other
IPR020233	Other
IPR020234	Other
IPR020236	Other
IPR020237	Other
IPR020239	Other
IPR020240	Other
IPR020241	Other
IPR020242	Other
IPR020244	Other
IPR020246	Other
IPR020248	Other
IPR020249	Other
IPR020250	Other
IPR020251	Other
IPR020252	Other
IPR020253	Other
IPR020254	Other
IPR020255	Other
IPR020256	Other
IPR020257	Other
IPR020258	Other
IPR020260	Other
IPR020261	Other
IPR020262	Other
IPR020263	Other
IPR020265	Other
IPR020266	Other
IPR020269	Other
IPR020270	Other
IPR020271	Other
IPR020272	Other
IPR020274	Other
IPR020275	Other
IPR020277	Other
IPR020278	 
IPR020280	Other
IPR020282	Other
IPR020285	Other
IPR020287	Other
IPR020288	Other
IPR020290	Other
IPR020293	Other
IPR020295	Other
IPR020296	 
IPR020298	Other
IPR020300	Other
IPR020301	Other
IPR020302	Other
IPR020303	Other
IPR020306	Other
IPR020308	Other
IPR020309	Other
IPR020311	Other
IPR020312	Other
IPR020313	 
IPR020314	Other
IPR020317	Other
IPR020320	Other
IPR020323	Other
IPR020325	Other
IPR020335	Other
IPR020338	Other
IPR020339	Other
IPR020342	 
IPR020343	Other
IPR020346	Other
IPR020347	Other
IPR020348	Other
IPR020349	Other
IPR020350	Other
IPR020351	Other
IPR020353	Other
IPR020354	 
IPR020355	Other
IPR020356	Other
IPR020357	 
IPR020359	Other
IPR020360	Other
IPR020362	 
IPR020363	Other
IPR020366	 
IPR020367	 
IPR020368	Other
IPR020369	 
IPR020370	Other
IPR020371	Other
IPR020372	 
IPR020373	Other
IPR020376	Other
IPR020377	Other
IPR020378	Other
IPR020379	Other
IPR020380	Other
IPR020382	Other
IPR020383	Other
IPR020386	Other
IPR020387	Other
IPR020390	Other
IPR020392	Other
IPR020393	Other
IPR020394	Other
IPR020396	Other
IPR020399	Other
IPR020400	Other
IPR020401	Other
IPR020403	Other
IPR020404	Other
IPR020405	Other
IPR020406	Other
IPR020408	Other
IPR020410	Other
IPR020411	Other
IPR020412	Other
IPR020413	Other
IPR020415	Other
IPR020416	Other
IPR020417	Other
IPR020419	Other
IPR020420	Other
IPR020421	Other
IPR020422	Other
IPR020423	Other
IPR020425	Other
IPR020427	Other
IPR020428	Other
IPR020430	Other
IPR020431	Other
IPR020432	Other
IPR020433	Other
IPR020435	Other
IPR020436	Other
IPR020437	Other
IPR020438	Other
IPR020439	Other
IPR020440	Other
IPR020442	Other
IPR020443	Other
IPR020444	Other
IPR020445	Other
IPR020446	Other
IPR020447	Other
IPR020448	 
IPR020449	 
IPR020450	Other
IPR020451	Other
IPR020452	Other
IPR020453	Other
IPR020454	Other
IPR020455	Other
IPR020456	Other
IPR020457	 
IPR020458	 
IPR020459	Other
IPR020460	 
IPR020461	Other
IPR020462	Other
IPR020464	Other
IPR020465	Other
IPR020466	Other
IPR020467	Other
IPR020468	Other
IPR020469	Other
IPR020470	Other
IPR020471	Other
IPR020472	Other
IPR020475	Other
IPR020476	Other
IPR020479	 
IPR020481	Other
IPR020483	Other
IPR020484	Other
IPR020485	Other
IPR020489	Other
IPR020490	Other
IPR020491	Other
IPR020493	Other
IPR020496	Other
IPR020497	Other
IPR020500	 
IPR020501	Other
IPR020502	Other
IPR020503	Other
IPR020504	Other
IPR020507	Other
IPR020508	Other
IPR020509	Other
IPR020510	Other
IPR020511	Other
IPR020513	Other
IPR020516	Other
IPR020518	 
IPR020519	Other
IPR020526	Other
IPR020527	Other
IPR020529	 
IPR020532	Other
IPR020533	Other
IPR020534	Other
IPR020536	Other
IPR020537	Other
IPR020538	Other
IPR020539	Other
IPR020541	Other
IPR020542	Other
IPR020545	Other
IPR020546	Other
IPR020547	Other
IPR020548	Other
IPR020549	Other
IPR020550	Other
IPR020552	Other
IPR020554	Other
IPR020555	Other
IPR020556	Other
IPR020557	Other
IPR020558	Other
IPR020559	Other
IPR020560	Other
IPR020561	Other
IPR020562	Other
IPR020563	 
IPR020565	Other
IPR020566	Other
IPR020567	Other
IPR020568	 
IPR020569	Other
IPR020573	Other
IPR020574	 
IPR020575	Other
IPR020578	Other
IPR020579	Other
IPR020581	Other
IPR020583	Other
IPR020584	 
IPR020586	Other
IPR020587	 
IPR020588	 
IPR020590	Other
IPR020591	 
IPR020592	Other
IPR020593	Other
IPR020594	Other
IPR020595	Other
IPR020596	Other
IPR020598	Other
IPR020599	Other
IPR020600	Other
IPR020601	Other
IPR020602	Other
IPR020603	Other
IPR020604	 
IPR020605	Other
IPR020606	Other
IPR020607	 
IPR020608	 
IPR020609	 
IPR020610	Other
IPR020611	Other
IPR020612	Other
IPR020613	Other
IPR020615	Other
IPR020616	Other
IPR020617	Other
IPR020618	Other
IPR020621	Other
IPR020622	Other
IPR020624	Other
IPR020625	Other
IPR020626	Other
IPR020627	Other
IPR020628	Other
IPR020629	 
IPR020630	Other
IPR020631	Other
IPR020633	Other
IPR020635	Other
IPR020653	Other
IPR020658	 
IPR020667	 
IPR020672	Other
IPR020676	Other
IPR020683	Other
IPR020684	Other
IPR020693	Other
IPR020708	 
IPR020717	Other
IPR020719	Other
IPR020726	Other
IPR020728	Other
IPR020731	Other
IPR020751	Other
IPR020752	Other
IPR020761	Other
IPR020775	Other
IPR020776	Other
IPR020777	Other
IPR020779	 
IPR020781	Other
IPR020783	Other
IPR020784	Other
IPR020785	Other
IPR020787	 
IPR020789	 
IPR020791	Other
IPR020792	Other
IPR020793	 
IPR020794	Other
IPR020795	 
IPR020796	 
IPR020797	Other
IPR020798	Other
IPR020799	Other
IPR020801	Other
IPR020802	Other
IPR020803	 
IPR020805	Other
IPR020806	Other
IPR020807	Other
IPR020808	Other
IPR020809	Other
IPR020810	Other
IPR020811	Other
IPR020813	Other
IPR020814	Other
IPR020815	Other
IPR020816	 
IPR020818	Other
IPR020821	Other
IPR020823	Other
IPR020825	Other
IPR020826	Other
IPR020827	Other
IPR020828	Other
IPR020829	Other
IPR020830	Other
IPR020831	Other
IPR020833	Other
IPR020834	Other
IPR020835	Other
IPR020837	Other
IPR020838	 
IPR020839	Other
IPR020840	Other
IPR020841	Other
IPR020843	Other
IPR020844	Other
IPR020845	Other
IPR020846	Other
IPR020847	 
IPR020848	 
IPR020849	Other
IPR020850	Other
IPR020852	 
IPR020855	Other
IPR020856	Other
IPR020857	Other
IPR020858	Other
IPR020859	Other
IPR020860	Other
IPR020861	Other
IPR020863	Other
IPR020864	Other
IPR020867	Other
IPR020868	Other
IPR020869	Other
IPR020870	Other
IPR020871	Other
IPR020872	Other
IPR020873	Other
IPR020874	Other
IPR020875	Other
IPR020876	 
IPR020877	Other
IPR020878	Other
IPR020879	Other
IPR020880	Other
IPR020881	Other
IPR020883	Other
IPR020884	Other
IPR020885	Other
IPR020886	 
IPR020887	Other
IPR020888	Other
IPR020889	Other
IPR020890	 
IPR020891	Other
IPR020892	Other
IPR020893	Other
IPR020894	 
IPR020895	Other
IPR020897	Other
IPR020898	Other
IPR020899	 
IPR020900	 
IPR020901	Other
IPR020902	Other
IPR020903	Other
IPR020904	Other
IPR020905	Other
IPR020906	 
IPR020907	Other
IPR020908	Other
IPR020909	Other
IPR020910	Other
IPR020911	Other
IPR020912	Other
IPR020913	Other
IPR020914	Other
IPR020915	Other
IPR020916	Other
IPR020917	 
IPR020918	Other
IPR020919	Other
IPR020920	Other
IPR020921	Other
IPR020922	 
IPR020923	 
IPR020924	Other
IPR020925	Other
IPR020926	Other
IPR020929	Other
IPR020930	Other
IPR020931	Other
IPR020934	Other
IPR020935	Other
IPR020936	Other
IPR020937	Other
IPR020939	Other
IPR020940	 
IPR020941	Other
IPR020942	Other
IPR020944	Other
IPR020945	Other
IPR020946	Other
IPR020948	 
IPR020949	Other
IPR020950	Other
IPR020951	Other
IPR020952	Other
IPR020953	Other
IPR020954	Other
IPR020955	Other
IPR020956	Other
IPR020957	Other
IPR020958	Other
IPR020959	Other
IPR020960	Other
IPR020961	Other
IPR020962	 
IPR020963	Other
IPR020964	Other
IPR020965	Other
IPR020966	Other
IPR020967	Other
IPR020968	Other
IPR020969	Other
IPR020970	Other
IPR020971	Other
IPR020972	Other
IPR020973	Other
IPR020974	Other
IPR020975	 
IPR020976	Other
IPR020977	Other
IPR020978	Other
IPR020979	 
IPR020980	Other
IPR020981	 
IPR020982	Other
IPR020983	Other
IPR020984	 
IPR020985	Other
IPR020986	Other
IPR020987	Other
IPR020988	Other
IPR020989	 
IPR020990	Other
IPR020991	 
IPR020992	Other
IPR020993	Other
IPR020994	Other
IPR020995	Other
IPR020996	Other
IPR020997	Other
IPR020998	Other
IPR020999	Other
IPR021001	Other
IPR021002	Other
IPR021003	Other
IPR021004	Other
IPR021005	 
IPR021006	Other
IPR021007	Other
IPR021008	Other
IPR021009	 
IPR021010	Other
IPR021011	 
IPR021012	Other
IPR021013	Other
IPR021014	Other
IPR021015	Other
IPR021016	Other
IPR021017	Other
IPR021018	 
IPR021019	Other
IPR021020	Other
IPR021021	Other
IPR021022	Other
IPR021023	Other
IPR021025	 
IPR021026	Other
IPR021027	Other
IPR021028	Other
IPR021029	 
IPR021030	 
IPR021031	Other
IPR021032	Other
IPR021033	Other
IPR021034	Other
IPR021035	Other
IPR021036	Other
IPR021037	Other
IPR021038	Other
IPR021039	Other
IPR021040	Other
IPR021041	Other
IPR021042	Other
IPR021043	Other
IPR021044	Other
IPR021045	Other
IPR021046	Other
IPR021047	Other
IPR021048	Other
IPR021049	Other
IPR021050	Other
IPR021051	Other
IPR021052	Other
IPR021053	Other
IPR021054	Other
IPR021055	Other
IPR021056	Other
IPR021057	Other
IPR021058	Other
IPR021059	 
IPR021060	Other
IPR021061	Other
IPR021062	Other
IPR021063	Other
IPR021064	Other
IPR021065	Other
IPR021066	Other
IPR021067	Other
IPR021068	 
IPR021069	Other
IPR021070	Other
IPR021071	Other
IPR021072	Other
IPR021073	Other
IPR021074	Other
IPR021075	Other
IPR021076	 
IPR021077	Other
IPR021078	Other
IPR021079	Other
IPR021080	Other
IPR021081	Other
IPR021082	Other
IPR021083	Other
IPR021084	Other
IPR021085	Other
IPR021086	Other
IPR021087	Other
IPR021088	Other
IPR021089	Other
IPR021090	Other
IPR021091	Other
IPR021093	Other
IPR021094	Other
IPR021095	Other
IPR021096	Other
IPR021097	Other
IPR021098	 
IPR021099	Other
IPR021100	Other
IPR021101	 
IPR021102	Other
IPR021103	Other
IPR021104	 
IPR021105	Other
IPR021106	Other
IPR021107	 
IPR021108	 
IPR021109	 
IPR021110	 
IPR021111	Other
IPR021112	Other
IPR021113	Other
IPR021114	Other
IPR021115	 
IPR021116	Other
IPR021117	Other
IPR021118	Other
IPR021119	Other
IPR021120	Other
IPR021122	 
IPR021123	Other
IPR021124	 
IPR021125	Other
IPR021126	Other
IPR021127	 
IPR021130	Other
IPR021131	Other
IPR021132	Other
IPR021133	Other
IPR021134	Other
IPR021135	Other
IPR021136	Other
IPR021137	Other
IPR021138	Other
IPR021139	Other
IPR021140	Other
IPR021143	 
IPR021144	Other
IPR021145	 
IPR021146	Other
IPR021147	Other
IPR021148	Other
IPR021149	Other
IPR021150	Other
IPR021151	 
IPR021152	Other
IPR021153	 
IPR021155	Other
IPR021156	Other
IPR021157	Other
IPR021158	Other
IPR021159	Other
IPR021160	Other
IPR021162	 
IPR021163	Other
IPR021164	Other
IPR021165	Other
IPR021167	Other
IPR021168	Other
IPR021169	Other
IPR021170	Other
IPR021171	 
IPR021172	Other
IPR021173	Other
IPR021174	Other
IPR021175	Other
IPR021176	 
IPR021177	Other
IPR021179	Other
IPR021180	Other
IPR021181	Other
IPR021182	Other
IPR021183	Other
IPR021184	Other
IPR021185	Other
IPR021187	Other
IPR021188	 
IPR021190	Other
IPR021191	 
IPR021192	Other
IPR021193	Other
IPR021194	Other
IPR021195	Other
IPR021196	Other
IPR021197	Other
IPR021198	Other
IPR021199	Other
IPR021200	Other
IPR021201	Other
IPR021202	Other
IPR021203	Other
IPR021204	Other
IPR021205	Other
IPR021206	Other
IPR021207	Other
IPR021210	Other
IPR021211	Other
IPR021212	Other
IPR021213	Other
IPR021214	Other
IPR021215	Other
IPR021216	Other
IPR021217	Other
IPR021218	Other
IPR021219	Other
IPR021220	Other
IPR021221	Other
IPR021222	Other
IPR021223	Other
IPR021224	Other
IPR021225	Other
IPR021226	Other
IPR021228	Other
IPR021229	Other
IPR021230	Other
IPR021231	Other
IPR021232	Other
IPR021233	Other
IPR021234	Other
IPR021235	Other
IPR021236	Other
IPR021237	Other
IPR021238	Other
IPR021239	Other
IPR021240	Other
IPR021241	Other
IPR021242	Other
IPR021243	Other
IPR021244	Other
IPR021245	Other
IPR021246	Other
IPR021247	Other
IPR021248	Other
IPR021249	Other
IPR021250	Other
IPR021251	Other
IPR021252	Other
IPR021253	Other
IPR021254	Other
IPR021255	Other
IPR021256	Other
IPR021257	Other
IPR021258	Other
IPR021259	Other
IPR021260	Other
IPR021261	Other
IPR021262	Other
IPR021263	Other
IPR021264	Other
IPR021265	Other
IPR021266	Other
IPR021267	Other
IPR021268	Other
IPR021269	Other
IPR021270	Other
IPR021271	Other
IPR021272	Other
IPR021273	Other
IPR021274	Other
IPR021275	Other
IPR021276	Other
IPR021277	 
IPR021278	Other
IPR021279	Other
IPR021280	Other
IPR021281	Other
IPR021282	Other
IPR021283	Other
IPR021284	Other
IPR021285	Other
IPR021286	 
IPR021287	Other
IPR021288	Other
IPR021289	 
IPR021290	Other
IPR021291	Other
IPR021292	Other
IPR021293	Other
IPR021294	Other
IPR021295	Other
IPR021296	Other
IPR021297	Other
IPR021298	Other
IPR021299	Other
IPR021300	Other
IPR021301	Other
IPR021302	Other
IPR021303	Other
IPR021304	 
IPR021305	Other
IPR021306	Other
IPR021307	Other
IPR021308	Other
IPR021309	Other
IPR021310	Other
IPR021311	Other
IPR021312	Other
IPR021313	Other
IPR021314	Other
IPR021315	Other
IPR021316	Other
IPR021317	Other
IPR021318	Other
IPR021319	Other
IPR021320	Other
IPR021321	Other
IPR021322	Other
IPR021323	Other
IPR021324	Other
IPR021325	Other
IPR021326	Other
IPR021327	Other
IPR021328	Other
IPR021329	Other
IPR021330	Other
IPR021331	Other
IPR021332	Other
IPR021333	Other
IPR021334	Other
IPR021335	Other
IPR021336	Other
IPR021337	Other
IPR021338	Other
IPR021339	Other
IPR021340	Other
IPR021341	Other
IPR021342	Other
IPR021343	Other
IPR021344	Other
IPR021345	Other
IPR021346	Other
IPR021347	Other
IPR021348	Other
IPR021349	Other
IPR021350	Other
IPR021351	Other
IPR021352	Other
IPR021353	Other
IPR021354	Other
IPR021355	Other
IPR021356	Other
IPR021357	Other
IPR021358	Other
IPR021359	Other
IPR021361	Other
IPR021362	Other
IPR021363	Other
IPR021364	Other
IPR021365	Other
IPR021366	Other
IPR021367	Other
IPR021368	Other
IPR021369	Other
IPR021370	Other
IPR021372	Other
IPR021373	Other
IPR021374	Other
IPR021375	Other
IPR021376	Other
IPR021377	Other
IPR021378	Other
IPR021379	Other
IPR021380	Other
IPR021381	Other
IPR021382	Other
IPR021383	Other
IPR021384	Other
IPR021385	Other
IPR021386	Other
IPR021387	Other
IPR021388	Other
IPR021389	Other
IPR021390	Other
IPR021391	Other
IPR021392	Other
IPR021393	Other
IPR021394	Other
IPR021395	Other
IPR021397	Other
IPR021398	Other
IPR021399	Other
IPR021400	Other
IPR021401	Other
IPR021402	Other
IPR021403	Other
IPR021404	Other
IPR021405	Other
IPR021406	Other
IPR021407	Other
IPR021408	Other
IPR021409	Other
IPR021410	Other
IPR021411	Other
IPR021412	Other
IPR021413	Other
IPR021414	Other
IPR021415	Other
IPR021416	Other
IPR021417	Other
IPR021418	Other
IPR021419	Other
IPR021420	Other
IPR021421	 
IPR021422	Other
IPR021423	Other
IPR021424	Other
IPR021425	Other
IPR021426	Other
IPR021427	Other
IPR021428	Other
IPR021429	Other
IPR021430	Other
IPR021431	Other
IPR021432	Other
IPR021433	Other
IPR021434	Other
IPR021435	Other
IPR021436	Other
IPR021437	Other
IPR021438	Other
IPR021439	Other
IPR021440	Other
IPR021441	Other
IPR021442	Other
IPR021443	Other
IPR021444	Other
IPR021445	Other
IPR021446	Other
IPR021447	Other
IPR021448	Other
IPR021449	Other
IPR021450	Other
IPR021451	Other
IPR021452	Other
IPR021453	Other
IPR021454	Other
IPR021455	Other
IPR021456	Other
IPR021457	Other
IPR021458	Other
IPR021459	Other
IPR021460	Other
IPR021461	Other
IPR021462	Other
IPR021463	Other
IPR021464	Other
IPR021465	Other
IPR021466	Other
IPR021467	Other
IPR021468	Other
IPR021469	Other
IPR021470	Other
IPR021471	Other
IPR021473	Other
IPR021474	Other
IPR021475	Other
IPR021476	Other
IPR021477	Other
IPR021478	Other
IPR021479	Other
IPR021480	Other
IPR021481	Other
IPR021482	Other
IPR021483	Other
IPR021484	Other
IPR021485	Other
IPR021486	Other
IPR021487	 
IPR021488	Other
IPR021489	Other
IPR021490	Other
IPR021491	Other
IPR021492	Other
IPR021493	Other
IPR021494	Other
IPR021495	Other
IPR021496	Other
IPR021497	Other
IPR021498	Other
IPR021499	Other
IPR021500	Other
IPR021501	Other
IPR021502	Other
IPR021503	Other
IPR021505	Other
IPR021506	Other
IPR021508	Other
IPR021509	Other
IPR021511	Other
IPR021512	Other
IPR021513	Other
IPR021514	Other
IPR021515	Other
IPR021516	Other
IPR021517	Other
IPR021518	Other
IPR021519	Other
IPR021520	Other
IPR021521	Other
IPR021522	Other
IPR021523	Other
IPR021524	Other
IPR021525	Other
IPR021526	Other
IPR021527	Other
IPR021528	Other
IPR021529	Other
IPR021530	Other
IPR021531	Other
IPR021532	Other
IPR021533	Other
IPR021534	Other
IPR021535	Other
IPR021536	 
IPR021537	Other
IPR021538	Other
IPR021539	Other
IPR021540	Other
IPR021542	Other
IPR021543	Other
IPR021544	Other
IPR021545	Other
IPR021546	Other
IPR021547	Other
IPR021548	Other
IPR021549	Other
IPR021550	Other
IPR021551	Other
IPR021552	Other
IPR021553	Other
IPR021555	Other
IPR021556	Other
IPR021557	Other
IPR021558	Other
IPR021559	Other
IPR021560	Other
IPR021561	Other
IPR021562	Other
IPR021563	Other
IPR021564	Other
IPR021565	Other
IPR021566	Other
IPR021567	Other
IPR021568	Other
IPR021569	Other
IPR021570	Other
IPR021571	Other
IPR021573	Other
IPR021574	Other
IPR021575	Other
IPR021576	Other
IPR021577	Other
IPR021578	Other
IPR021579	Other
IPR021580	 
IPR021582	Other
IPR021583	Other
IPR021584	Other
IPR021585	Other
IPR021586	Other
IPR021587	 
IPR021589	Other
IPR021590	Other
IPR021591	Other
IPR021593	Other
IPR021595	Other
IPR021596	Other
IPR021597	Other
IPR021598	Other
IPR021599	Other
IPR021600	Other
IPR021601	Other
IPR021603	Other
IPR021604	Other
IPR021605	Other
IPR021607	Other
IPR021608	Other
IPR021609	Other
IPR021610	Other
IPR021611	Other
IPR021612	Other
IPR021613	Other
IPR021614	Other
IPR021615	Other
IPR021617	Other
IPR021618	Other
IPR021619	Other
IPR021620	Other
IPR021621	Other
IPR021622	Other
IPR021623	Other
IPR021624	 
IPR021625	Other
IPR021626	Other
IPR021627	Other
IPR021628	Other
IPR021629	Other
IPR021630	Other
IPR021631	Other
IPR021632	Other
IPR021633	Other
IPR021634	Other
IPR021635	Other
IPR021636	Other
IPR021637	Other
IPR021638	Other
IPR021639	 
IPR021640	Other
IPR021641	Other
IPR021642	Other
IPR021643	Other
IPR021645	Other
IPR021646	 
IPR021647	Other
IPR021648	Other
IPR021649	Other
IPR021650	Other
IPR021651	Other
IPR021653	Other
IPR021654	Other
IPR021655	Other
IPR021656	Other
IPR021657	Other
IPR021658	Other
IPR021659	Other
IPR021660	Other
IPR021661	 
IPR021662	Other
IPR021663	Other
IPR021664	Other
IPR021665	Other
IPR021666	Other
IPR021667	Other
IPR021668	 
IPR021669	Other
IPR021670	Other
IPR021671	Other
IPR021672	Other
IPR021673	Other
IPR021674	Other
IPR021675	Other
IPR021676	Other
IPR021677	Other
IPR021678	Other
IPR021679	Other
IPR021681	Other
IPR021682	Other
IPR021683	Other
IPR021684	Other
IPR021685	Other
IPR021686	Other
IPR021687	Other
IPR021688	Other
IPR021689	Other
IPR021690	Other
IPR021691	Other
IPR021692	Other
IPR021693	Other
IPR021694	Other
IPR021695	Other
IPR021696	Other
IPR021697	Other
IPR021698	Other
IPR021699	Other
IPR021700	Other
IPR021701	Other
IPR021702	Other
IPR021704	Other
IPR021705	Other
IPR021706	Other
IPR021707	Other
IPR021708	Other
IPR021709	Other
IPR021710	Other
IPR021711	Other
IPR021712	Other
IPR021713	Other
IPR021714	Other
IPR021715	Other
IPR021716	Other
IPR021717	Other
IPR021718	Other
IPR021719	Other
IPR021720	Other
IPR021721	Other
IPR021722	Other
IPR021724	Other
IPR021725	Other
IPR021726	 
IPR021727	Other
IPR021728	Other
IPR021729	Other
IPR021730	Other
IPR021731	Other
IPR021732	Other
IPR021733	Other
IPR021734	Other
IPR021735	Other
IPR021736	Other
IPR021737	Other
IPR021738	Other
IPR021739	Other
IPR021740	Other
IPR021741	Other
IPR021742	Other
IPR021743	Other
IPR021744	Other
IPR021745	Other
IPR021746	Other
IPR021747	Other
IPR021748	Other
IPR021749	Other
IPR021750	Other
IPR021751	Other
IPR021752	Other
IPR021753	Other
IPR021754	 
IPR021755	Other
IPR021756	Other
IPR021757	Other
IPR021758	Other
IPR021759	Other
IPR021760	 
IPR021761	Other
IPR021762	Other
IPR021763	Other
IPR021764	Other
IPR021765	Other
IPR021766	Other
IPR021767	 
IPR021768	Other
IPR021769	Other
IPR021770	Other
IPR021771	Other
IPR021772	Other
IPR021773	Other
IPR021774	Other
IPR021775	Other
IPR021776	Other
IPR021777	Other
IPR021778	Other
IPR021779	Other
IPR021780	 
IPR021781	Other
IPR021782	Other
IPR021783	Other
IPR021784	Other
IPR021785	Other
IPR021786	Other
IPR021787	Other
IPR021788	Other
IPR021789	Other
IPR021790	Other
IPR021791	Other
IPR021792	Other
IPR021793	Other
IPR021794	Other
IPR021795	Other
IPR021796	Other
IPR021797	Other
IPR021798	Other
